externalId,symbol,longName,quantity,multiplier,offset,source,sourceReference
radiance:watt_per_square_metre_steradian,W/(m2.sr),watt per square metre steradian,radiance,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
radiant_intensity:watt_per_steradian,W/sr,watt per steradian,radiant intensity,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_(mass_time):becquerel_per_kilogram,Bq/kg,becquerel per kilogram,reciprocal (mass time),None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_(mass_time):per_(kilogram_per_second),1/(kg.s),per (kilogram per second),reciprocal (mass time),1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_(mass_time):picocurie_per_gram,pCi/g,picocurie per gram,reciprocal (mass time),37,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_area:per_square_foot,1/ft2,per square foot,reciprocal area,10.76391042,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_area:per_square_kilometre,1/km2,per square kilometre,reciprocal area,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_area:per_square_metre,1/m2,per square metre,reciprocal area,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_area:per_square_mile,1/mi2,per square mile,reciprocal area,3.86E-07,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_electric_potential_difference:per_microvolt,1/uV,per microvolt,reciprocal electric potential difference,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_electric_potential_difference:per_volt,1/V,per volt,reciprocal electric potential difference,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_force:per_newton,1/N,per Newton,reciprocal force,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_force:per_pound-force,1/lbf,per pound-force,reciprocal force,0.2248089431,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_length:per_angstrom,1/angstrom,per angstrom,reciprocal length,10000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_length:per_centimetre,1/cm,per centimetre,reciprocal length,100,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_length:per_foot,1/ft,per foot,reciprocal length,3.280839895,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_length:per_inch,1/in,per inch,reciprocal length,39.37007874,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_length:per_metre,1/m,per metre,reciprocal length,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_length:per_mile,1/mi,per mile,reciprocal length,0.0006213711922,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_length:per_millimetre,1/mm,per millimetre,reciprocal length,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_length:per_nanometre,1/nm,per nanometre,reciprocal length,1000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_length:per_thousand_million_foot,1E-9 1/ft,per thousand million foot,reciprocal length,3.28E-09,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_length:per_yard,1/yd,per yard,reciprocal length,1.093613298,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_mass:per_gram,1/g,per gram,reciprocal mass,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_mass:per_kilogram,1/kg,per kilogram,reciprocal mass,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_mass:per_pound,1/lbm,per pound,reciprocal mass,2.204622622,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_pressure:per_bar,1/bar,per bar,reciprocal pressure,1.00E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_pressure:per_kilopascal,1/kPa,per kilopascal,reciprocal pressure,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_pressure:per_millionth_of_psi,1/upsi,per millionth of psi,reciprocal pressure,145.0377377,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_pressure:per_pascal,1/Pa,per pascal,reciprocal pressure,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_pressure:per_picopascal,1/pPa,per picopascal,reciprocal pressure,1000000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_pressure:per_psi,1/psi,per psi,reciprocal pressure,0.0001450377377,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_time:per_day,1/d,per day,reciprocal time,1.16E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_time:per_hour,1/h,per hour,reciprocal time,0.0002777777778,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_time:per_julian-year,1/a,per julian-year,reciprocal time,3.17E-08,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_time:per_microsecond,1/us,per microsecond,reciprocal time,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_time:per_millisecond,1/ms,per millisecond,reciprocal time,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_time:per_minute,1/min,per minute,reciprocal time,0.01666666667,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_time:per_second,1/s,per second,reciprocal time,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_time:per_week,1/wk,per week,reciprocal time,1.65E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_volume:per_uk_gallon,1/gal[UK],per UK gallon,reciprocal volume,219.9692483,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_volume:per_us_gallon,1/gal[US],per US gallon,reciprocal volume,264.1720524,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_volume:per_barrel,1/bbl,per barrel,reciprocal volume,6.28981077,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_volume:per_cubic_foot,1/ft3,per cubic foot,reciprocal volume,35.31466672,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_volume:per_cubic_metre,1/m3,per cubic metre,reciprocal volume,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reciprocal_volume:per_litre,1/L,per litre,reciprocal volume,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
reluctance:per_henry,1/H,per henry,reluctance,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
second_moment_of_area:centimetre_to_the_fourth_power,cm4,centimetre to the fourth power,second moment of area,1.00E-08,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
second_moment_of_area:inch_to_the_fourth_power,in4,inch to the fourth power,second moment of area,4.16E-07,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
second_moment_of_area:metre_to_the_fourth_power,m4,metre to the fourth power,second moment of area,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
signaling_event_per_time:baud,Bd,baud,signaling event per time,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
solid_angle:steradian,sr,steradian,solid angle,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
specific_heat_capacity:btu_per_pound-mass_delta_fahrenheit,Btu[IT]/(lbm.deltaF),BTU per pound-mass delta Fahrenheit,specific heat capacity,4186.8,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
specific_heat_capacity:btu_per_pound-mass_delta_rankine,Btu[IT]/(lbm.deltaR),BTU per pound-mass delta Rankine,specific heat capacity,4186.8,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
specific_heat_capacity:calorie_per_gram_delta_kelvin,cal[th]/(g.deltaK),calorie per gram delta kelvin,specific heat capacity,4184,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
specific_heat_capacity:joule_per_gram_delta_kelvin,J/(g.deltaK),joule per gram delta kelvin,specific heat capacity,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
specific_heat_capacity:joule_per_kilogram_delta_kelvin,J/(kg.deltaK),joule per kilogram delta kelvin,specific heat capacity,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
specific_heat_capacity:kilojoule_per_kilogram_delta_kelvin,kJ/(kg.deltaK),kilojoule per kilogram delta kelvin,specific heat capacity,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
specific_heat_capacity:kilowatt_hour_per_kilogram_delta_celsius,kW.h/(kg.deltaC),kilowatt hour per kilogram delta Celsius,specific heat capacity,3600000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
specific_heat_capacity:thousand_calorie_per_kilogram_delta_celsius,kcal[th]/(kg.deltaC),thousand calorie per kilogram delta Celsius,specific heat capacity,4184,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
temperature_interval:delta_celsius,deltaC,delta Celsius,temperature interval,1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
temperature_interval:delta_fahrenheit,deltaF,delta Fahrenheit,temperature interval,0.5555555556,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
temperature_interval:delta_rankine,deltaR,delta Rankine,temperature interval,0.5555555556,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
temperature_interval:delta_kelvin,deltaK,delta kelvin,temperature interval,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
temperature_interval_per_length:delta_celsius_per_foot,deltaC/ft,delta Celsius per foot,temperature interval per length,3.280839895,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
temperature_interval_per_length:delta_celsius_per_hectometre,deltaC/hm,delta Celsius per hectometre,temperature interval per length,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
temperature_interval_per_length:delta_celsius_per_kilometre,deltaC/km,delta Celsius per kilometre,temperature interval per length,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
temperature_interval_per_length:delta_celsius_per_metre,deltaC/m,delta Celsius per metre,temperature interval per length,1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
temperature_interval_per_length:delta_fahrenheit_per_foot,deltaF/ft,delta Fahrenheit per foot,temperature interval per length,1.822688831,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
temperature_interval_per_length:delta_fahrenheit_per_hundred_foot,0.01 deltaF/ft,delta Fahrenheit per hundred foot,temperature interval per length,0.01822688831,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
temperature_interval_per_length:delta_fahrenheit_per_metre,deltaF/m,delta Fahrenheit per metre,temperature interval per length,0.5555555556,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
